Date,mortes,casos,hospitalizados,infectados_vacinados,vacinados,hospitalizados_vacinados,PSI
2021-08-04 00:00:00,52119,861453,52119,57310,6575501,6140,0.5
2021-08-05 00:00:00,52165,861925,52165,57510,6631316,6155,0.5
2021-08-06 00:00:00,52202,862460,52202,57737,6689202,6173,0.5
2021-08-07 00:00:00,52234,862888,52234,57932,6739505,6189,0.5
2021-08-08 00:00:00,52263,863332,52263,58140,6742562,6201,0.5
2021-08-09 00:00:00,52317,863926,52317,58420,6866605,6224,0.5
2021-08-10 00:00:00,52347,864457,52347,58678,6999245,6236,0.5
2021-08-11 00:00:00,52393,864805,52393,58839,7096864,6263,0.5
2021-08-12 00:00:00,52435,865188,52435,59017,7195253,6286,0.5
2021-08-13 00:00:00,52467,865671,52467,59264,7298835,6300,0.5
2021-08-14 00:00:00,52501,866020,52501,59448,7334817,6324,0.5
2021-08-15 00:00:00,52522,866416,52522,59650,7349620,6337,0.5
2021-08-16 00:00:00,52558,866849,52558,59863,7441320,6355,0.5
2021-08-17 00:00:00,52592,867176,52592,60030,7536309,6373,0.5
2021-08-18 00:00:00,52611,867488,52611,60198,7683699,6385,0.5
2021-08-19 00:00:00,52640,867834,52640,60395,7795781,6401,0.5
2021-08-20 00:00:00,52665,868241,52665,60623,7865369,6413,0.5
2021-08-21 00:00:00,52689,868512,52689,60765,7914389,6429,0.5
2021-08-22 00:00:00,52717,868761,52717,60898,7935904,6446,0.5
2021-08-23 00:00:00,52750,869065,52750,61068,8049005,6462,0.5
2021-08-24 00:00:00,52783,869310,52783,61219,8167429,6479,0.5
2021-08-25 00:00:00,52817,869587,52817,61384,8262771,6490,0.5
2021-08-26 00:00:00,52841,869827,52841,61537,8351893,6506,0.5
2021-08-27 00:00:00,52872,870069,52872,61689,8406473,6520,0.5
2021-08-28 00:00:00,52887,870308,52887,61829,8437072,6530,0.5
2021-08-29 00:00:00,52899,870532,52899,61957,8440833,6539,0.5
2021-08-30 00:00:00,52917,870837,52917,62140,8508250,6554,0.5
2021-08-31 00:00:00,52939,871006,52939,62253,8579269,6565,0.5
2021-09-01 00:00:00,52956,871186,52956,62365,8631600,6574,0.5
2021-09-02 00:00:00,52974,871365,52974,62478,8675264,6583,0.5
2021-09-03 00:00:00,52987,871549,52987,62596,8709013,6589,0.5
2021-09-04 00:00:00,52996,871693,52996,62680,8719944,6593,0.5
2021-09-05 00:00:00,53013,871851,53013,62776,8722326,6601,0.5
2021-09-06 00:00:00,53032,872057,53032,62895,8733740,6615,0.5
2021-09-07 00:00:00,53049,872236,53049,63005,8735213,6630,0.5
2021-09-08 00:00:00,53073,872397,53073,63091,8771094,6644,0.5
2021-09-09 00:00:00,53085,872601,53085,63203,8816026,6646,0.5
2021-09-10 00:00:00,53102,872841,53102,63339,8853651,6659,0.5
2021-09-11 00:00:00,53119,873020,53119,63458,8866738,6667,0.5
2021-09-12 00:00:00,53138,873227,53138,63587,8868982,6678,0.5
2021-09-13 00:00:00,53149,873471,53149,63747,8913129,6686,0.5
2021-09-14 00:00:00,53162,873665,53162,63862,8964239,6696,0.5
2021-09-15 00:00:00,53186,873887,53186,63997,9023257,6708,0.5
2021-09-16 00:00:00,53202,874067,53202,64114,9076402,6715,0.5
2021-09-17 00:00:00,53220,874302,53220,64262,9097329,6728,0.5
2021-09-18 00:00:00,53240,874499,53240,64387,9121453,6741,0.5
2021-09-19 00:00:00,53251,874706,53251,64512,9123824,6749,0.5
2021-09-20 00:00:00,53267,874968,53267,64680,9191879,6756,0.5
2021-09-21 00:00:00,53285,875125,53285,64786,9267882,6768,0.5
2021-09-22 00:00:00,53300,875290,53300,64899,9341975,6779,0.5
2021-09-23 00:00:00,53314,875471,53314,65011,9408145,6789,0.5
2021-09-24 00:00:00,53325,875696,53325,65155,9462895,6796,0.5
2021-09-25 00:00:00,53338,875889,53338,65283,9475451,6801,0.5
2021-09-26 00:00:00,53357,876100,53357,65417,9477253,6810,0.5
2021-09-27 00:00:00,53373,876323,53373,65572,9532359,6820,0.5
2021-09-28 00:00:00,53384,876515,53384,65700,9591690,6827,0.5
2021-09-29 00:00:00,53396,876696,53396,65814,9649875,6835,0.5
2021-09-30 00:00:00,53408,876878,53408,65935,9711935,6843,0.5
2021-10-01 00:00:00,53426,877138,53426,66098,9760531,6851,0.5
2021-10-02 00:00:00,53436,877316,53436,66214,9774246,6856,0.5
2021-10-03 00:00:00,53443,877509,53443,66337,9774716,6860,0.5
2021-10-04 00:00:00,53464,877695,53464,66468,9812088,6874,0.5
2021-10-05 00:00:00,53477,877843,53477,66563,9849251,6882,0.5
2021-10-06 00:00:00,53490,877989,53490,66657,9882310,6893,0.5
2021-10-07 00:00:00,53508,878146,53508,66764,9923140,6906,0.5
2021-10-08 00:00:00,53527,878335,53527,66878,9962155,6920,0.5
2021-10-09 00:00:00,53538,878522,53538,67006,9968406,6926,0.5
2021-10-10 00:00:00,53550,878784,53550,67170,9969754,6934,0.5
2021-10-11 00:00:00,53566,879019,53566,67325,9976463,6943,0.5
2021-10-12 00:00:00,53576,879215,53576,67454,9977084,6947,0.5
2021-10-13 00:00:00,53592,879419,53592,67594,10010686,6954,0.5
2021-10-14 00:00:00,53610,879633,53610,67752,10044233,6965,0.5
2021-10-15 00:00:00,53628,879919,53628,67928,10068348,6976,0.5
2021-10-16 00:00:00,53646,880140,53646,68076,10074620,6988,0.5
2021-10-17 00:00:00,53657,880377,53657,68223,10076720,6993,0.5
2021-10-18 00:00:00,53671,880703,53671,68449,10101086,7001,0.5
2021-10-19 00:00:00,53687,880948,53687,68620,10130101,7010,0.5
2021-10-20 00:00:00,53701,881231,53701,68807,10162296,7020,0.5
2021-10-21 00:00:00,53720,881444,53720,68943,10201155,7030,0.5
2021-10-22 00:00:00,53745,881734,53745,69146,10235603,7044,0.5
2021-10-23 00:00:00,53759,882002,53759,69329,10246407,7051,0.5
2021-10-24 00:00:00,53767,882236,53767,69487,10249229,7056,0.5
2021-10-25 00:00:00,53787,882537,53787,69672,10282810,7066,0.5
2021-10-26 00:00:00,53812,882725,53812,69783,10326774,7081,0.5
2021-10-27 00:00:00,53829,882927,53829,69920,10359591,7088,0.5
2021-10-28 00:00:00,53842,883137,53842,70056,10390165,7096,0.5
2021-10-29 00:00:00,53858,883346,53858,70196,10406818,7105,0.5
2021-10-30 00:00:00,53869,883573,53869,70350,10410595,7112,0.5
2021-10-31 00:00:00,53880,883799,53880,70506,10410829,7118,0.5
2021-11-01 00:00:00,53898,884139,53898,70742,10411964,7128,0.5
2021-11-02 00:00:00,53920,884361,53920,70891,10412235,7138,0.5
2021-11-03 00:00:00,53929,884591,53929,71048,10431796,7141,0.5
2021-11-04 00:00:00,53949,884853,53949,71230,10453066,7153,0.5
2021-11-05 00:00:00,53961,885184,53961,71454,10469146,7160,0.5
2021-11-06 00:00:00,53973,885475,53973,71652,10474127,7166,0.5
2021-11-07 00:00:00,53985,885727,53985,71825,10474540,7174,0.5
2021-11-08 00:00:00,53996,886039,53996,72031,10492390,7182,0.5
2021-11-09 00:00:00,54017,886304,54017,72192,10522656,7193,0.5
2021-11-10 00:00:00,54022,886561,54022,72369,10552220,7195,0.5
2021-11-11 00:00:00,54039,886808,54039,72535,10578982,7205,0.5
2021-11-12 00:00:00,54052,887110,54052,72738,10599339,7214,0.5
2021-11-13 00:00:00,54061,887438,54061,72952,10603379,7218,0.5
2021-11-14 00:00:00,54072,887719,54072,73152,10603506,7227,0.5
2021-11-15 00:00:00,54085,888084,54085,73408,10603824,7236,0.5
2021-11-16 00:00:00,54102,888400,54102,73635,10623800,7243,0.5
2021-11-17 00:00:00,54112,888689,54112,73833,10643812,7247,0.5
2021-11-18 00:00:00,54120,888998,54120,74046,10663347,7250,0.5
2021-11-19 00:00:00,54140,889342,54140,74295,10679762,7262,0.5
2021-11-20 00:00:00,54155,889715,54155,74538,10684339,7269,0.5
2021-11-21 00:00:00,54168,890008,54168,74728,10684636,7275,0.5
2021-11-22 00:00:00,54181,890361,54181,74959,10698889,7282,0.5
2021-11-23 00:00:00,54202,890609,54202,75139,10715978,7294,0.5
2021-11-24 00:00:00,54221,890856,54221,75302,10732499,7310,0.5
2021-11-25 00:00:00,54244,891182,54244,75528,10757045,7324,0.5
2021-11-26 00:00:00,54260,891507,54260,75768,10776886,7335,0.5
2021-11-27 00:00:00,54269,891785,54269,75959,10778350,7338,0.5
2021-11-28 00:00:00,54281,892058,54281,76146,10778528,7344,0.5
2021-11-29 00:00:00,54299,892369,54299,76355,10796913,7355,0.5
2021-11-30 00:00:00,54313,892668,54313,76559,10820938,7363,0.5
2021-12-01 00:00:00,54325,892975,54325,76770,10842489,7366,0.5
2021-12-02 00:00:00,54341,893231,54341,76953,10859811,7373,0.5
2021-12-03 00:00:00,54353,893491,54353,77135,10873334,7381,0.5
2021-12-04 00:00:00,54371,893745,54371,77309,10878671,7391,0.5
2021-12-05 00:00:00,54377,893949,54377,77461,10879811,7394,0.5
2021-12-06 00:00:00,54394,894176,54394,77612,10895789,7406,0.5
2021-12-07 00:00:00,54416,894375,54416,77743,10914484,7418,0.5
2021-12-08 00:00:00,54436,894583,54436,77900,10927310,7431,0.5
2021-12-09 00:00:00,54458,894801,54458,78040,10940466,7442,0.5
2021-12-10 00:00:00,54469,895078,54469,78222,10951343,7448,0.5
2021-12-11 00:00:00,54479,895246,54479,78340,10953168,7455,0.5
2021-12-12 00:00:00,54497,895449,54497,78479,10953516,7468,0.5
2021-12-13 00:00:00,54509,895712,54509,78660,10965739,7477,0.5
2021-12-14 00:00:00,54523,895895,54523,78785,10980932,7484,0.5
2021-12-15 00:00:00,54536,896096,54536,78953,10994313,7489,0.5
2021-12-16 00:00:00,54554,896296,54554,79091,11006285,7503,0.5
